0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.0,0.0,0.39,0.61,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.46,0.61,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.37,0.52,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.37,0.52,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.46,0.61,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.0,0.0,0.39,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.5,0.61,1.0
0.35,0.54,0.39,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.0,0.0,0.39,0.61,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.5,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.46,0.61,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.61,1.0
0.35,0.54,0.41,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.0,0.0,0.39,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.37,0.52,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.59,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.61,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.61,0.63,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.61,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.61,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.37,0.52,0.39,0.61,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.46,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.61,0.63,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.46,0.61,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.46,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.37,0.67,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.46,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.39,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.5,0.63,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.46,0.61,1.0
0.0,0.0,0.39,0.59,0.41,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.61,1.0
0.35,0.54,0.41,0.59,0.43,0.57,0.8,0.5,0.76,0.57,0.37,0.61,0.8,0.5,0.0,0.0,0.46,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.8,0.5,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.65,0.61,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.0,0.0,0.37,0.61,0.8,0.5,0.76,0.57,0.46,0.63,0.0,0.0,0.0,0.0,0.78,0.52,0.0,0.0,0.0,0.0,0.46,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.8,0.5,0.0,0.0,0.37,0.61,0.37,0.65,0.0,0.0,0.46,0.61,0.0,0.0,0.0,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.46,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.78,0.5,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.61,0.63,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.46,0.61,2.0
0.35,0.54,0.41,0.59,0.41,0.57,0.8,0.5,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.63,0.61,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.46,0.61,2.0
0.35,0.54,0.41,0.59,0.41,0.57,0.78,0.5,0.76,0.59,0.37,0.61,0.78,0.5,0.0,0.0,0.63,0.61,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.74,0.59,0.37,0.61,0.78,0.5,0.76,0.59,0.63,0.61,0.74,0.39,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.46,0.61,2.0
0.35,0.54,0.39,0.61,0.41,0.57,0.78,0.5,0.76,0.59,0.37,0.61,0.39,0.65,0.0,0.0,0.61,0.63,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.5,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.74,0.59,0.37,0.61,0.37,0.65,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.46,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.0,0.0,0.74,0.59,0.37,0.61,0.76,0.52,0.76,0.59,0.63,0.61,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,2.0
0.35,0.54,0.41,0.59,0.43,0.57,0.5,0.59,0.0,0.0,0.37,0.61,0.39,0.65,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.48,0.61,2.0
